umap_1,umap_2,OmiqFilter
10.249,4.2987,CD4/Tem
-7.9873,4.9327,Non-Plasmablasts
6.7827,2.5666,CD4/Tcm
-4.0922,-8.2562,NK cells
-1.8454,1.5943,Plasmablasts
4.5044,-8.0653,CD8/Tem
2.8749,-12.948,CD8/Tnaive/Tn
-3.597,-9.2129,NK cells
-3.4654,-5.9947,NK cells
3.6332,-7.2189,CD8/Tem
4.7934,0.85988,CD4/Tem
-5.8264,7.4286,Non-Plasmablasts
-2.633,-8.2806,NK cells
-4.0484,-1.9486,Monocytes
4.2942,-12.822,CD8/Tnaive/Tn
-10.79,-3.9222,Neutrophils
-7.2525,7.6081,Non-Plasmablasts
6.548,7.8662,CD4/Tnaive/Tn
-7.2685,3.585,Non-Plasmablasts
-11.093,-4.359,Neutrophils
-7.7843,2.5571,Non-Plasmablasts
8.6025,6.0209,CD4/Tnaive/Tn-like
6.6733,5.7139,CD4/Tcm
-7.2929,3.0598,Non-Plasmablasts
-7.0129,7.3424,Non-Plasmablasts
4.7386,2.4813,CD4/Tcm
-8.4236,2.8578,Non-Plasmablasts
4.3882,2.4535,CD4/Tcm
-10.858,-5.4056,Neutrophils
6.461,1.1441,CD4/Tcm
-6.9454,6.3769,Non-Plasmablasts
-5.4542,7.9539,Non-Plasmablasts
2.4304,-7.831,CD8/Temra
-10.46,-4.582,Neutrophils
-3.9799,-6.7413,NK cells
-6.6453,1.5125,Non-Plasmablasts
-4.6603,-2.3898,Monocytes
-8.9794,-1.6403,Neutrophils
3.954,1.4212,CD4/Tcm
-3.1748,-5.8178,Immature granulocytes
-7.7214,4.3728,Non-Plasmablasts
-3.4853,-8.8929,NK cells
7.3564,1.0831,CD4/Tcm
2.1861,-8.2478,CD8/Tem
-4.4022,6.9123,Non-Plasmablasts
4.5453,3.7259,CD4/Tcm
-4.1129,-7.5432,NK cells
4.7807,2.9092,CD4/Tcm
5.5048,-7.2393,CD8/Tem
3.0048,-11.449,CD8/Tnaive/Tn
-6.1787,4.3976,Non-Plasmablasts
4.6195,0.22768,CD4/Tem
4.2421,3.4242,CD4/Tcm
-3.7872,-8.0558,NK cells
-9.3951,-5.8321,Neutrophils
-3.4925,-5.8144,NK cells
-4.784,5.5384,Non-Plasmablasts
-1.9676,-6.4159,Immature granulocytes
-4.0743,-6.5854,NK cells
4.5978,1.4678,CD4/Tem
-4.1643,-1.7633,Monocytes
4.6394,-6.6543,CD8/Tem
-8.4454,2.8896,Non-Plasmablasts
-5.5987,4.4157,Non-Plasmablasts
-2.4442,-8.3271,NK cells
-5.4999,-2.0247,Monocytes
2.6371,-12.928,CD8/Tnaive/Tn
5.8333,2.0348,CD4/Tcm
-6.515,6.9076,Non-Plasmablasts
2.0252,-8.2054,CD8/Temra
-4.2433,-8.3948,NK cells
8.4399,6.4987,CD4/Tnaive/Tn-like
-10.625,-5.6242,Neutrophils
-4.0579,-8.9642,NK cells
-3.7734,-6.3441,NK cells
-4.0876,5.4415,Non-Plasmablasts
-1.5076,1.7367,Plasmablasts
3.9456,-6.5451,CD8/Tem
-4.2155,-8.8504,NK cells
-6.6269,3.0676,Non-Plasmablasts
-7.3195,3.2774,Non-Plasmablasts
3.2438,-6.7032,CD8/Tem
6.5216,8.1459,CD4/Tnaive/Tn
1.9794,-7.8675,CD8/Temra
-4.2499,-8.2855,NK cells
-7.252,3.7694,Non-Plasmablasts
2.9192,-11.54,CD8/Tnaive/Tn
5.5051,0.79065,CD4/Tem
-5.3537,-2.3181,Monocytes
6.7744,0.88665,CD4/Tcm
4.5883,-8.5441,CD8/Tem
5.9585,-7.9218,CD8/Tem
-4.4978,3.2918,Non-Plasmablasts
-7.2202,4.267,Non-Plasmablasts
-2.2322,1.5865,Plasmablasts
-6.7922,5.5003,Non-Plasmablasts
-7.6764,2.5938,Non-Plasmablasts
1.9864,-6.6952,CD8/Tem
1.9573,-8.6879,CD8/Tnaive/Tn
9.8193,2.0549,CD4/Tcm
4.4095,0.54462,CD4/Tem
6.4592,-7.8301,CD8/Tem
4.5739,0.15612,CD4/Tem
-7.2371,7.1944,Non-Plasmablasts
-4.2492,-8.5802,NK cells
-5.5728,6.4526,Non-Plasmablasts
-5.7341,4.137,Non-Plasmablasts
-6.0018,5.872,Non-Plasmablasts
2.9821,-11.935,CD8/Tnaive/Tn
-4.2043,-8.554,NK cells
5.3339,-9.0763,CD8/Tcm
-2.3688,0.45844,Plasmablasts
-4.5385,6.3987,Non-Plasmablasts
-8.2948,6.3394,Non-Plasmablasts
8.8377,3.5605,CD4/Tcm
-6.0319,6.6989,Non-Plasmablasts
-2.4588,-7.545,Non-Plasmablasts
5.0263,-7.887,CD8/Tem
-3.9661,-9.2334,NK cells
-10.656,-5.5226,Neutrophils
-7.7257,2.2815,Non-Plasmablasts
-5.2132,5.4227,Non-Plasmablasts
6.3028,6.5578,CD4/Tnaive/Tn
3.7344,-11.457,CD8/Tnaive/Tn
7.7735,1.0306,CD4/Tcm
-7.71,6.0789,Non-Plasmablasts
-2.734,-1.5594,Neutrophils
-6.5376,3.0457,Non-Plasmablasts
-1.5993,2.1784,Plasmablasts
1.5801,-6.9241,CD8/Temra
5.3449,-6.009,CD8/Tem
3.8497,2.4764,CD4/Tcm
-7.8809,2.9086,Non-Plasmablasts
-6.7243,1.5898,Non-Plasmablasts
-3.1196,-1.9422,Monocytes
6.3408,2.5299,CD4/Tcm
-3.3119,-8.3304,NK cells
-11.055,-4.9977,Neutrophils
-11.064,-5.5229,Neutrophils
5.4398,-6.4996,CD8/Tem
1.6038,-6.8476,CD8/Temra
-2.8634,-5.4805,NK cells
-2.1593,1.3411,Plasmablasts
2.4504,-7.9019,CD8/Temra
4.2454,2.1177,CD4/Tcm
3.1399,-12.459,CD8/Tnaive/Tn
-6.7635,8.5443,Non-Plasmablasts
-4.3386,-8.0328,NK cells
-6.9594,7.3627,Non-Plasmablasts
-10.51,-3.8664,Neutrophils
-8.502,2.8247,Non-Plasmablasts
5.5667,-7.8495,CD8/Tem
-7.0895,4.9552,Non-Plasmablasts
-4.9279,-8.5284,NK cells
-7.2255,5.5169,Non-Plasmablasts
1.6973,-6.8385,CD8/Temra
3.8095,-7.2032,CD8/Tem
-4.1246,-9.1816,NK cells
-8.6005,6.3795,Non-Plasmablasts
-7.3293,4.3051,Non-Plasmablasts
-2.363,-9.1118,NK cells
3.7483,-7.7456,CD8/Tem
-5.3072,7.2275,Non-Plasmablasts
5.1864,1.4136,CD4/Tem
5.8068,3.2189,CD4/Tcm
4.7905,2.6981,CD4/Tcm
-9.9217,-4.0256,Neutrophils
4.8887,0.28276,CD4/Tem
-4.3786,3.5178,Non-Plasmablasts
-8.0282,3.2327,Non-Plasmablasts
-6.5001,7.7541,Non-Plasmablasts
-4.8858,-2.3086,Monocytes
-8.4478,3.5184,Non-Plasmablasts
-5.6751,7.4901,Non-Plasmablasts
-7.6561,2.3034,Non-Plasmablasts
-7.4384,8.0623,Non-Plasmablasts
-6.9343,5.6332,Non-Plasmablasts
-4.7365,2.9221,Non-Plasmablasts
-6.5975,0.61932,Non-Plasmablasts
-7.0154,3.5845,Non-Plasmablasts
3.9203,-8.9469,CD8/Tnaive/Tn
-7.1566,6.8679,Non-Plasmablasts
2.5135,-7.7853,CD8/Temra
-7.4332,5.9034,Non-Plasmablasts
2.7877,-7.3678,CD8/Tem
-9.4348,-4.7537,Neutrophils
8.1325,4.6933,CD4/Tcm
10.178,2.8891,CD4/Tcm
-6.8758,5.0694,Non-Plasmablasts
-4.9863,4.917,Non-Plasmablasts
-1.9674,-6.1919,NK cells
-8.6887,4.3169,Non-Plasmablasts
-6.0867,7.5467,Non-Plasmablasts
-5.3885,4.7395,Non-Plasmablasts
-7.4257,3.1022,Non-Plasmablasts
-11.266,-4.0899,Neutrophils
-2.072,-6.3734,NK cells
-5.6924,6.6685,Non-Plasmablasts
5.5391,0.97784,CD4/Tem
-8.459,6.1463,Non-Plasmablasts
3.9039,-6.6359,CD8/Tem
-5.2207,7.9685,Non-Plasmablasts
-7.9178,5.8586,Non-Plasmablasts
9.5976,3.7846,CD4/Tem
-8.2712,1.6523,Non-Plasmablasts
5.6743,8.293,CD4/Tnaive/Tn
-6.4374,4.8249,Non-Plasmablasts
-3.1041,-9.2034,NK cells
4.5039,-7.9252,CD8/Tem
-7.3388,5.8221,Non-Plasmablasts
-4.2057,-7.9684,NK cells
-2.8759,-7.3956,Immature granulocytes
-2.396,0.19667,Plasmablasts
2.7135,-7.6852,CD8/Tem
2.0036,-8.2304,CD8/Tem
-4.6768,-2.2522,Monocytes
-7.1697,4.5802,Non-Plasmablasts
3.6966,-7.5909,CD8/Tem
2.1173,-6.8829,CD8/Tem
-7.7073,3.0429,Non-Plasmablasts
-10.548,-3.4756,Non-Plasmablasts
-6.4851,5.6215,Non-Plasmablasts
3.134,-11.809,CD8/Tnaive/Tn
-9.3099,-1.7956,Non-Plasmablasts
8.8213,2.0284,CD4/Tem
-7.6495,2.3345,Non-Plasmablasts
1.6712,-7.0056,CD8/Tem
-4.4392,-2.7482,Monocytes
-7.0271,8.9521,Non-Plasmablasts
-6.6561,2.8276,Non-Plasmablasts
-0.95178,0.97773,Plasmablasts
-5.8546,5.5655,Non-Plasmablasts
4.7751,0.28556,CD4/Tem
5.1185,0.87399,CD4/Tem
8.7374,5.133,CD4/Tcm
-6.1082,6.625,Non-Plasmablasts
-7.9334,3.9714,Non-Plasmablasts
-8.0496,2.7064,Non-Plasmablasts
-7.1483,2.8784,Non-Plasmablasts
-7.4925,2.8441,Non-Plasmablasts
-3.5166,-9.0889,NK cells
-6.0917,3.247,Non-Plasmablasts
-5.8721,5.1776,Non-Plasmablasts
7.4424,0.45682,CD4/Tcm
-6.1192,3.2152,Non-Plasmablasts
-4.127,-6.3309,NK cells
-3.0631,-7.9506,NK cells
-9.5259,-5.7637,Neutrophils
1.5326,-6.7809,CD8/Tem
-8.053,2.8088,Non-Plasmablasts
-6.3635,5.4918,Non-Plasmablasts
-7.0549,2.7168,Non-Plasmablasts
-10.832,-5.9596,Neutrophils
-2.4025,1.4098,Plasmablasts
-2.0209,-6.313,NK cells
-4.6125,5.8685,Non-Plasmablasts
3.0825,-10.925,CD8/Tnaive/Tn
-7.5706,4.2291,Non-Plasmablasts
-1.9722,1.1644,Non-Plasmablasts
2.8279,-12.017,CD8/Tnaive/Tn
6.1882,-7.9898,CD8/Tem
-10.391,-5.9874,Neutrophils
4.8283,-7.9687,CD8/Tem
3.3526,-12.162,CD8/Tnaive/Tn
-4.5294,-1.4782,Monocytes
-10.772,-5.3334,Neutrophils
-2.444,-8.7303,NK cells
5.3827,5.7135,CD4/Tcm
-6.2008,4.8307,Non-Plasmablasts
6.6921,1.5903,CD4/Tcm
-8.5975,4.4704,Non-Plasmablasts
-1.0806,1.4671,Plasmablasts
4.678,-7.1903,CD8/Tem
-2.1377,0.47506,Plasmablasts
9.3101,1.8046,CD4/Tem
-7.0053,6.1071,Non-Plasmablasts
5.0655,-9.0317,CD8/Tem
-10.574,-4.7062,Neutrophils
-7.3614,3.2614,Plasmablasts
-10.694,-6.127,Neutrophils
-6.3605,4.7991,Non-Plasmablasts
1.7155,-6.6552,CD8/Tem
-4.4588,-9.08,NK cells
-10.484,-4.1843,Neutrophils
9.7204,4.7733,CD4/Tem
-3.2013,-9.4355,NK cells
-5.1603,5.6657,Non-Plasmablasts
-7.6582,3.5204,Non-Plasmablasts
2.976,-12.308,CD8/Tnaive/Tn
-7.0433,3.0595,Non-Plasmablasts
-3.4054,-6.5806,NK cells
1.4826,-8.6066,CD8/Temra
-7.0085,5.2717,Non-Plasmablasts
7.4487,0.17303,CD4/Tem
-5.8237,-2.5445,Monocytes
-3.3618,-7.5739,NK cells
-8.3289,6.4148,Non-Plasmablasts
-6.1986,5.2159,Non-Plasmablasts
-8.8716,-1.5436,Neutrophils
-7.7789,2.5603,Non-Plasmablasts
-10.755,-2.7821,Neutrophils
-5.3832,7.7244,Non-Plasmablasts
-3.234,-8.2345,NK cells
-2.5071,-9.1202,NK cells
-5.3634,7.2937,Non-Plasmablasts
8.4036,0.83392,CD4/Tem
-2.5536,-9.1284,NK cells
-2.8908,-5.6989,Immature granulocytes
5.1855,-0.082382,CD4/Tem
1.9422,-6.9367,CD8/Tem
-2.4539,1.451,Plasmablasts
-7.2432,3.8711,Non-Plasmablasts
-7.0485,2.8776,Non-Plasmablasts
-7.5828,5.6816,Non-Plasmablasts
-7.3861,5.8788,Non-Plasmablasts
-5.8825,5.2462,Non-Plasmablasts
-2.7477,-8.3846,NK cells
5.4093,7.8663,CD4/Tnaive/Tn
-3.1073,-9.2849,NK cells
-5.2939,4.6781,Non-Plasmablasts
-5.2503,7.5955,Non-Plasmablasts
7.1106,0.29455,CD4/Tem
2.5449,-7.3767,CD8/Tem
5.5215,-6.1917,CD8/Tem
-10.918,-3.4343,Neutrophils
7.5109,0.25017,CD4/Tem
-3.6084,-6.5265,NK cells
4.8731,0.92982,CD4/Tem
-7.0673,4.0368,Non-Plasmablasts
-7.5495,5.1813,Non-Plasmablasts
-7.8303,2.5277,Non-Plasmablasts
-2.9922,-5.6321,NK cells
4.1163,-6.8449,CD8/Tem
-5.7245,4.7342,Non-Plasmablasts
-4.0829,-8.4782,NK cells
4.2816,2.6864,CD4/Tcm
8.2182,0.87385,CD4/Tcm
-3.3039,-6.1846,NK cells
-2.0523,1.2683,Non-Plasmablasts
4.522,7.3352,CD4/Tcm
3.5953,-7.5142,CD8/Tem
3.6062,-11.011,CD8/Tnaive/Tn
-4.7481,5.9659,Non-Plasmablasts
-7.1354,3.8464,Non-Plasmablasts
-10.044,-6.4094,Neutrophils
-4.9955,-1.8885,Monocytes
4.5182,7.8466,CD4/Tnaive/Tn
4.032,1.341,CD4/Tcm
4.6245,-12.151,CD8/Tnaive/Tn
4.2361,-6.795,CD8/Tem
4.6955,-12.091,CD8/Tcm
-7.6591,5.6007,Non-Plasmablasts
-4.7013,7.1485,Non-Plasmablasts
6.4155,1.3668,CD4/Tcm
4.9554,-8.7126,CD8/Tem
4.2271,0.35138,CD4/Tem
-3.1753,-5.8773,NK cells
-5.6511,4.0313,Non-Plasmablasts
-7.5212,6.432,Non-Plasmablasts
7.6409,1.168,CD4/Tcm
-4.417,-9.0523,NK cells
-11.134,-5.0055,Neutrophils
5.888,7.692,CD4/Tnaive/Tn
4.3369,-7.3444,CD8/Tem
4.7729,3.606,CD4/Tcm
-3.7163,-5.8613,Immature granulocytes
-6.7861,1.8286,Non-Plasmablasts
-10.679,-5.564,Neutrophils
-2.2008,1.8923,Plasmablasts
3.6951,-5.7562,CD8/Tem
1.8113,-6.4506,CD8/Temra
-7.5542,1.7908,Non-Plasmablasts
9.7112,3.8424,CD4/Tcm
-1.3445,1.1514,Plasmablasts
-10.65,-3.166,Neutrophils
5.4695,2.1587,CD4/Tcm
-8.7973,6.4803,Non-Plasmablasts
-2.8635,-9.6325,NK cells
-4.0908,-7.8282,NK cells
-1.8208,-6.0927,NK cells
-4.7552,4.9337,Non-Plasmablasts
-6.1738,6.9041,Non-Plasmablasts
-10.374,-3.5921,Neutrophils
-6.7022,5.8351,Non-Plasmablasts
-7.047,7.8196,Non-Plasmablasts
-7.3793,3.3237,Non-Plasmablasts
-3.8243,-9.3599,NK cells
-4.4761,7.0108,Non-Plasmablasts
-4.8181,-1.9913,Monocytes
-6.3423,3.5311,Non-Plasmablasts
10.179,4.0158,CD4/Tem
-7.7036,7.0367,Non-Plasmablasts
-10.033,-3.2487,Neutrophils
9.402,4.3425,CD4/Tcm
-5.6402,5.0724,Non-Plasmablasts
-10.711,-3.8323,Neutrophils
-3.9079,-9.0822,NK cells
4.9389,2.0563,CD4/Tcm
6.2258,-0.069749,CD4/Tem
-6.1389,3.3745,Non-Plasmablasts
-4.8122,-8.6584,NK cells
4.3262,1.3089,CD4/Tcm
7.0207,5.7148,CD4/Tcm
-4.766,8.0516,Non-Plasmablasts
-5.9104,5.7279,Non-Plasmablasts
6.9949,0.53158,CD4/Tcm
-3.8893,-8.132,NK cells
-7.2248,5.9625,Non-Plasmablasts
-9.6146,-4.4671,Neutrophils
-5.586,4.8102,Non-Plasmablasts
-3.9404,5.8443,Non-Plasmablasts
-5.2323,6.6033,Non-Plasmablasts
-7.9029,6.3814,Non-Plasmablasts
-2.1283,0.3954,Plasmablasts
-10.112,-5.2206,Neutrophils
6.9757,0.72771,CD4/Tcm
5.7643,0.78288,CD4/Tem
-2.3156,0.29113,Plasmablasts
-5.1815,6.3533,Non-Plasmablasts
2.7446,-7.2876,CD8/Tem
3.8172,-7.7837,CD8/Tem
-6.9594,4.1801,Non-Plasmablasts
-6.8394,5.4922,Non-Plasmablasts
-3.8946,-5.4767,NK cells
6.8088,1.0553,CD4/Tcm
-10.584,-5.4878,Neutrophils
2.2777,-7.705,CD8/Temra
-3.8723,-8.883,NK cells
-6.4305,6.5169,Non-Plasmablasts
4.3727,2.3974,CD4/Tcm
1.6797,-8.599,CD8/Temra
-3.055,-8.228,NK cells
2.2566,-7.8827,CD8/Temra
4.5712,1.9615,CD4/Tcm
7.2637,1.1063,CD4/Tcm
-5.3834,6.8145,Non-Plasmablasts
-4.4267,2.856,Non-Plasmablasts
-5.3902,-2.4708,Monocytes
9.0406,1.1708,CD4/Tem
-7.712,4.3811,Non-Plasmablasts
-6.6666,7.8191,Non-Plasmablasts
-6.6831,4.6784,Non-Plasmablasts
-2.044,-6.5255,CD8/Temra
-7.2981,2.4671,Non-Plasmablasts
1.309,-8.7744,CD8/Temra
5.146,-0.042931,CD4/Tem
-3.5458,-6.3685,NK cells
-10.657,-5.2644,Neutrophils
-4.3405,-9.1091,NK cells
-1.4585,1.1427,Plasmablasts
-2.3161,-8.5754,NK cells
-3.455,-5.3707,NK cells
-10.189,-6.7555,Neutrophils
-8.3224,3.6409,Non-Plasmablasts
3.2874,-11.474,CD8/Tcm
-4.3556,-2.4762,Monocytes
-10.801,-4.5304,Neutrophils
-6.2937,3.9168,Non-Plasmablasts
3.7658,-6.812,CD8/Tem
2.2627,-7.0431,CD8/Temra
-6.5225,2.5686,Non-Plasmablasts
4.1424,-6.5793,CD8/Tem
-7.2264,2.7088,Non-Plasmablasts
-7.5118,7.0603,Non-Plasmablasts
-2.5432,-7.4539,NK cells
-10.272,-5.8529,Neutrophils
5.2241,-9.1092,CD8/Tcm
7.6869,6.3456,CD4/Tnaive/Tn
-7.0222,4.428,Non-Plasmablasts
-7.9467,3.56,Non-Plasmablasts
9.2041,4.4287,CD4/Tcm
3.0786,-7.4113,CD8/Temra
4.2612,-12.382,CD8/Tnaive/Tn
9.3859,1.5092,CD4/Tem
-7.3462,3.597,Non-Plasmablasts
-10.224,-6.0684,Neutrophils
1.9646,-8.2329,CD8/Temra
-2.3657,-8.5871,NK cells
-5.1909,7.6582,Non-Plasmablasts
4.0391,0.79357,CD4/Tem
-2.8082,-8.2673,NK cells
9.576,4.6989,CD4/Tcm
-1.8598,1.9961,Plasmablasts
-4.6512,-2.3994,Monocytes
-6.4164,6.2835,Non-Plasmablasts
4.3856,-7.7004,CD8/Tcm
-6.8581,4.8264,Non-Plasmablasts
4.5881,-8.329,CD8/Tem
4.029,2.8434,CD4/Tcm
7.4796,0.71648,CD4/Tem
-6.6051,3.9742,Non-Plasmablasts
-6.3104,4.5036,Non-Plasmablasts
4.5133,-8.0407,CD8/Tem
-7.6147,4.3326,Non-Plasmablasts
-4.0161,-8.9146,NK cells
-5.2219,-2.423,Monocytes
-3.5099,-7.8789,NK cells
-2.0057,1.6928,Plasmablasts
-9.77,-4.144,Neutrophils
-10.318,-6.0374,Neutrophils
-5.6071,-2.0809,Monocytes
-7.9628,2.9445,Non-Plasmablasts
-7.8423,3.3911,Non-Plasmablasts
-8.9934,-5.3247,Neutrophils
5.1543,-7.6203,ILCs
5.6488,1.1463,CD4/Tcm
5.8155,-9.4886,CD8/Tcm
6.9307,1.4781,CD4/Tcm
6.0612,-7.7978,CD8/Tem
-3.7854,-8.7549,NK cells
5.9711,7.4208,CD4/Tnaive/Tn
-7.1963,7.2502,Non-Plasmablasts
-8.3602,4.0837,Non-Plasmablasts
-8.5821,3.7477,Non-Plasmablasts
4.4918,2.887,CD4/Tcm
-4.5655,-8.5144,NK cells
7.3087,0.0012527,CD4/Tem
-7.1833,2.8158,Non-Plasmablasts
3.5536,-10.786,CD8/Tnaive/Tn
-8.0754,5.6622,Non-Plasmablasts
5.8061,1.5799,CD4/Tem
-4.3644,-8.5429,NK cells
1.9193,-6.7382,CD8/Tem
-9.649,-4.7004,Neutrophils
-7.0119,5.7389,Non-Plasmablasts
2.9694,-12.592,CD8/Tnaive/Tn
9.4198,4.1651,CD4/Tcm
-4.469,3.0544,Non-Plasmablasts
-4.2903,-9.5478,NK cells
-1.8443,1.5236,Plasmablasts
-1.8766,-6.1886,NK cells
-8.2586,7.0247,Non-Plasmablasts
-6.634,5.128,Non-Plasmablasts
-8.1743,5.1438,Non-Plasmablasts
7.4741,1.3647,CD4/Tcm
-7.9064,2.9169,Non-Plasmablasts
3.4333,-8.3494,CD8/Tem
4.3262,-7.9873,CD8/Tem
5.8005,-9.2443,CD8/Tcm
-5.8443,7.6053,Non-Plasmablasts
-6.5052,1.1884,Non-Plasmablasts
-5.8021,7.7069,Non-Plasmablasts
-10.143,-5.666,Neutrophils
-7.7365,1.5263,Non-Plasmablasts
-6.9711,3.9787,Non-Plasmablasts
-6.7425,3.1728,Non-Plasmablasts
8.1374,6.5998,CD4/Tnaive/Tn-like
8.9292,2.989,CD4/Tem
7.0539,1.5112,CD4/Tem
1.6299,-8.2154,CD8/Temra
-9.9027,-4.7328,Neutrophils
-7.5709,5.056,Non-Plasmablasts
5.048,2.1204,CD4/Tcm
4.0723,3.501,CD4/Tcm
-10.538,-4.8945,Neutrophils
3.6908,-7.2725,CD8/Tem
-1.8163,-5.9427,NK cells
-10.586,-6.4713,Neutrophils
5.1663,6.8616,CD4/Tnaive/Tn
4.8008,2.801,CD4/Tcm
-3.8992,-7.492,NK cells
-7.5167,4.2896,Non-Plasmablasts
3.8906,-6.8486,CD8/Tem
-4.2152,-8.984,NK cells
8.7625,0.81469,CD4/Tem
8.7034,1.0234,CD4/Tem
4.1818,0.28868,CD4/Tem
-7.2169,6.0902,Non-Plasmablasts
-4.2964,-9.0546,NK cells
1.7248,-7.8488,CD8/Temra
5.9217,0.3963,CD4/Tem
-6.6668,4.3514,Non-Plasmablasts
3.7692,0.43306,CD4/Tem
-9.4898,-5.3635,Neutrophils
-3.2728,-5.7969,NK cells
6.9581,1.1187,CD4/Tcm
7.5089,0.86797,CD4/Tcm
-7.9505,4.6382,Non-Plasmablasts
-7.457,2.9258,Non-Plasmablasts
4.2751,0.039504,CD4/Tem
4.1504,-7.5146,CD8/Tem
-8.3937,4.2914,Non-Plasmablasts
4.6348,3.9525,CD4/Tcm
-2.0735,-6.1719,NK cells
-5.6243,-2.5457,Monocytes
-8.0057,3.9285,Non-Plasmablasts
-2.8982,-5.3828,NK cells
-5.5701,4.303,Non-Plasmablasts
-7.6906,5.645,Non-Plasmablasts
-4.0253,6.8432,Non-Plasmablasts
7.8467,0.46366,CD4/Tem
4.3667,0.027522,CD4/Tem
-10.8,-4.2062,Neutrophils
4.6509,-8.8462,CD8/Tem
-10.882,-4.8458,Neutrophils
-3.7142,-6.8425,NK cells
5.3217,-8.312,CD8/Tem
3.8185,-7.8139,CD8/Tem
4.0792,1.8596,CD4/Tcm
3.381,-8.7486,CD8/Temra
6.002,-6.7283,CD8/Tem
2.7927,-7.0068,CD8/Tem
-10.117,-3.3994,Neutrophils
-5.6453,6.9008,Non-Plasmablasts
-2.6023,-9.321,NK cells
-2.1814,1.8331,Plasmablasts
3.5179,-10.747,CD8/Tnaive/Tn
-2.9751,-8.1229,NK cells
-3.3687,-6.2022,NK cells
7.1679,0.47048,CD4/Tem
-2.4889,-8.6812,NK cells
-4.12,-1.2455,Monocytes
-1.9755,-6.1551,NK cells
-6.877,6.1483,Non-Plasmablasts
4.8138,0.89461,CD4/Tem
-7.476,3.8368,Non-Plasmablasts
-5.3939,8.3018,Non-Plasmablasts
4.9175,-7.0782,CD8/Tem
-6.377,7.8786,Non-Plasmablasts
1.6941,-8.1282,CD8/Tem
3.9689,0.5729,CD4/Tem
-7.4105,4.2081,Non-Plasmablasts
-4.5505,-9.0092,NK cells
-7.5281,3.1517,Non-Plasmablasts
7.7479,0.97529,CD4/Tcm
1.921,-8.1366,CD8/Tem
3.6244,-12.021,CD8/Tnaive/Tn
-7.8228,3.594,Non-Plasmablasts
-7.4402,5.9332,Non-Plasmablasts
-4.3502,-7.8092,NK cells
-7.3315,3.5955,Non-Plasmablasts
-8.1837,3.0136,Non-Plasmablasts
-6.0798,6.3659,Non-Plasmablasts
-3.2092,-7.8411,NK cells
-9.4327,-5.747,Neutrophils
3.7898,-11.202,CD8/Tcm
-4.9773,-2.2848,Monocytes
6.2171,5.514,CD4/Tcm
-7.0712,4.599,Non-Plasmablasts
4.8366,8.3709,CD4/Tnaive/Tn
-1.9879,1.1019,Plasmablasts
3.9709,0.68262,CD4/Tem
3.506,1.6077,CD4/Tem
-5.023,5.0903,Non-Plasmablasts
-4.0541,-8.548,NK cells
4.5225,0.99657,CD4/Tcm
4.4364,1.8228,CD4/Tcm
-9.9476,-4.0987,Neutrophils
-7.2044,7.1751,Non-Plasmablasts
-7.1819,2.0577,Non-Plasmablasts
-6.4826,8.347,Non-Plasmablasts
-10.366,-6.8982,Neutrophils
-6.8489,5.0769,Non-Plasmablasts
2.6002,-7.9595,CD8/Temra
4.8587,1.6512,CD4/Tcm
6.4657,1.2879,CD4/Tcm
1.3375,-6.8136,CD8/Tem
-7.1653,7.187,Non-Plasmablasts
6.2565,2.5535,CD4/Tcm
-5.3738,-2.6471,Monocytes
5.1918,7.5398,CD4/Tnaive/Tn
-6.8496,4.4307,Non-Plasmablasts
-7.1351,6.1707,Non-Plasmablasts
-4.5958,3.2514,Non-Plasmablasts
-7.3299,3.0414,Non-Plasmablasts
-0.44099,-1.3657,Non-Plasmablasts
-2.4745,1.1109,Plasmablasts
-4.8577,-1.7154,Monocytes
3.8902,3.4604,CD4/Tcm
-6.9282,7.352,Non-Plasmablasts
-7.3161,4.273,Non-Plasmablasts
-3.7933,-8.4693,NK cells
-6.0559,7.0736,Non-Plasmablasts
-3.0921,-7.8057,NK cells
-6.5868,7.0193,Non-Plasmablasts
3.6996,-11.249,CD8/Tcm
8.2126,5.9713,CD4/Tcm
-5.4549,7.8063,Non-Plasmablasts
-7.2629,6.9939,Non-Plasmablasts
-6.3794,8.0128,Non-Plasmablasts
-6.8997,7.1327,Non-Plasmablasts
-6.5474,4.2297,Non-Plasmablasts
5.7386,-6.3336,CD8/Tem
3.5455,-7.2048,CD8/Tem
-1.3573,1.7272,Plasmablasts
-5.5456,-2.5775,Monocytes
-1.9386,0.087875,Plasmablasts
3.2366,-12.998,CD8/Tcm
3.3247,-12.206,CD8/Tnaive/Tn
-4.522,6.1643,Non-Plasmablasts
-4.5592,6.045,Non-Plasmablasts
8.7686,1.0605,CD4/Tem
-6.2274,7.2666,Non-Plasmablasts
-10.323,-4.2126,Neutrophils
3.0262,-6.7278,CD8/Tem
-4.1927,-9.2581,NK cells
5.5951,6.5018,CD4/Tcm
-7.4357,5.6223,Non-Plasmablasts
-6.361,4.1656,Non-Plasmablasts
-2.2597,0.85991,DCs
5.6008,1.1838,CD4/Tem
3.9742,2.8136,CD4/Tcm
6.4771,1.0801,CD4/Tcm
4.153,-6.7132,CD8/Tem
7.1729,0.27477,CD4/Tcm
5.5249,2.0153,CD4/Tem
-7.6004,4.347,Non-Plasmablasts
1.3747,-8.4774,CD8/Temra
5.2145,1.8628,CD4/Tcm
