umap_1,umap_2,OmiqFilter
-7.4438,6.3262,Non-Plasmablasts
-7.1941,3.8837,Non-Plasmablasts
-3.4501,-7.9974,NK cells
3.029,-12.054,CD8/Tnaive/Tn
-7.5486,7.0248,Non-Plasmablasts
-6.0664,1.9948,Non-Plasmablasts
8.2531,6.6061,CD4/Tnaive/Tn
10.036,4.4612,CD4/Tem
10.465,4.2413,CD4/Tem
5.1266,1.7945,CD4/Tcm
3.4208,-7.5935,CD8/Tem
-4.0693,-7.6679,NK cells
-5.8107,3.0034,Non-Plasmablasts
2.2251,-8.1758,CD8/Temra
-7.0445,2.4425,Non-Plasmablasts
-10.688,-6.2571,Neutrophils
4.6605,-8.9987,CD8/Tem
2.7414,-11.958,CD8/Tnaive/Tn
-7.72,4.9176,Non-Plasmablasts
-7.2814,4.9533,Non-Plasmablasts
-6.5307,1.8277,Non-Plasmablasts
-2.5025,-1.8626,Neutrophils
6.4365,7.4209,CD4/Tnaive/Tn
5.9218,4.8844,CD4/Tcm
-2.0698,1.5319,Plasmablasts
-1.9682,-6.6726,ILCs
5.7664,0.61609,CD4/Tem
-10.539,-6.1246,Neutrophils
-1.8338,1.0778,Plasmablasts
1.9978,-8.2234,CD8/Temra
-7.1931,3.0287,Non-Plasmablasts
4.5477,2.732,CD4/Tcm
2.0382,-7.9594,CD8/Temra
-5.7108,6.3194,Non-Plasmablasts
-2.2199,1.8293,Plasmablasts
-4.1939,-9.0028,NK cells
-7.2774,2.8073,Non-Plasmablasts
3.7696,0.87396,CD4/Tem
-7.2802,2.7175,Non-Plasmablasts
2.8356,-12.183,CD8/Tnaive/Tn
3.9488,-6.1412,CD8/Temra
-5.7633,5.965,Non-Plasmablasts
-5.1784,7.0286,Non-Plasmablasts
4.5042,0.3295,CD4/Tem
-8.1639,3.4049,Non-Plasmablasts
-5.7127,6.9836,Non-Plasmablasts
1.3945,-8.4372,CD8/Temra
6.0699,7.2662,CD4/Tnaive/Tn
4.8532,7.2298,CD4/Tnaive/Tn
-10.861,-3.8061,Neutrophils
8.2863,6.0191,CD4/Tcm
-4.4415,7.3397,Non-Plasmablasts
-8.0451,5.0538,Non-Plasmablasts
8.3655,0.73365,CD4/Tem
-5.676,6.8169,Non-Plasmablasts
-3.2779,-5.7661,NK cells
-6.726,2.3477,Non-Plasmablasts
-6.4497,8.0036,Non-Plasmablasts
-4.4666,-8.5936,NK cells
-10.557,-5.4153,Neutrophils
-6.3622,5.8045,Non-Plasmablasts
-10.878,-4.2329,Neutrophils
-6.5333,5.1081,Non-Plasmablasts
-5.3325,6.4465,Non-Plasmablasts
6.1821,0.89733,CD4/Tem
-3.7212,-8.8849,NK cells
3.3154,-7.4397,CD8/Tem
-6.9263,8.2129,Non-Plasmablasts
-6.1273,3.0825,Non-Plasmablasts
-5.6969,2.8501,Non-Plasmablasts
-4.0501,-8.1966,NK cells
-2.6637,-6.3743,NK cells
-3.8087,-9.6482,NK cells
5.3859,7.4055,CD4/Tnaive/Tn
4.7613,-7.714,CD8/Tem
-5.5517,8.0873,Non-Plasmablasts
5.0081,0.69421,CD4/Tem
-10.724,-5.0454,Neutrophils
-1.8478,0.18458,Plasmablasts
-6.3214,2.871,Non-Plasmablasts
4.6954,3.3944,CD4/Tcm
-10.307,-3.435,Neutrophils
-6.923,7.8287,Non-Plasmablasts
5.7104,8.6361,CD4/Tnaive/Tn
-6.7667,3.1272,Non-Plasmablasts
-7.813,5.9214,Non-Plasmablasts
-4.1353,5.9059,Non-Plasmablasts
-4.9252,7.3122,Non-Plasmablasts
3.1059,-8.9294,NK cells
-3.5018,-6.2356,NK cells
-7.9319,6.7347,Non-Plasmablasts
-6.5461,7.5879,Non-Plasmablasts
-6.4388,4.5494,Non-Plasmablasts
-2.1353,1.9648,Plasmablasts
3.64,-7.3505,CD8/Tem
-4.8971,2.6687,Non-Plasmablasts
-8.4633,2.6856,Non-Plasmablasts
-7.5203,7.3648,Non-Plasmablasts
-6.9692,4.2449,Non-Plasmablasts
8.0838,0.87142,CD4/Tcm
-10.728,-6.309,Neutrophils
4.5488,2.9862,CD4/Tcm
3.9747,1.9968,CD4/Tem
-8.192,-6.4425,NK cells
8.9409,2.4255,CD4/Tcm
-7.8013,3.9434,Non-Plasmablasts
-9.9558,-4.3909,Neutrophils
-3.6746,-2.1197,Monocytes
-4.1731,-8.7579,NK cells
-5.4232,4.9485,Non-Plasmablasts
-3.8056,-9.4746,NK cells
4.6004,0.52928,CD4/Tem
-8.3855,6.356,Non-Plasmablasts
4.1799,-7.9787,CD8/Tem
3.1046,-7.0705,CD8/Tem
5.4398,-5.915,CD8/Tem
4.9878,-6.9715,CD8/Tem
6.708,1.504,CD4/Tem
-1.5435,1.6346,Plasmablasts
4.7902,2.8708,CD4/Tcm
-7.836,2.3997,Non-Plasmablasts
-7.6051,5.7083,Non-Plasmablasts
4.0617,0.75873,CD4/Tcm
3.294,-8.2034,CD8/Tem
-3.7551,6.5229,Non-Plasmablasts
-3.709,-8.3019,NK cells
-2.4433,-8.9531,NK cells
3.9642,-12.838,CD8/Tnaive/Tn
4.5823,0.50539,CD4/Tem
3.8045,-10.884,CD8/Tnaive/Tn
2.5734,4.1929,CD4/Tcm
-2.4174,-8.7678,NK cells
-3.0715,-7.9173,NK cells
-3.8701,-9.6558,NK cells
2.2535,-8.231,CD8/Temra
4.9643,-6.3781,CD8/Tem
6.4811,8.6305,CD4/Tnaive/Tn
5.1519,-7.4683,CD8/Tcm
-7.4339,6.5454,Non-Plasmablasts
-6.4275,7.0586,Non-Plasmablasts
-6.9685,3.908,Non-Plasmablasts
-10.118,-5.7494,Neutrophils
-6.1082,3.409,Non-Plasmablasts
-2.7848,-8.9433,NK cells
-8.7024,3.2973,Non-Plasmablasts
2.0847,-7.0333,CD8/Temra
-2.3726,1.1235,Plasmablasts
-10.002,-3.8561,Neutrophils
-7.0075,5.4822,Non-Plasmablasts
-4.4858,-7.8519,NK cells
-9.4537,-5.2018,Neutrophils
-5.7976,5.5674,Non-Plasmablasts
4.371,-6.9006,CD8/Tem
-2.4287,-8.1398,NK cells
9.5508,2.8467,CD4/Tem
-2.9785,-5.69,NK cells
2.9059,-7.841,CD8/Tem
-4.2731,-8.5384,NK cells
4.3094,-6.6703,CD8/Tem
-3.6764,-8.9509,NK cells
-5.6567,7.7587,Non-Plasmablasts
2.2651,-8.045,CD8/Temra
-7.7965,3.8864,Non-Plasmablasts
-2.6509,-1.9279,Monocytes
-5.1467,6.0041,Non-Plasmablasts
-3.9461,-8.4318,NK cells
-3.78,-6.5555,NK cells
-9.1195,-5.2168,Neutrophils
5.2881,7.862,CD4/Tnaive/Tn
7.1525,0.61447,CD4/Tem
-2.6305,-8.4355,NK cells
3.2401,-8.8953,CD8/Temra
-1.833,1.5828,Non-Plasmablasts
-7.8066,2.9099,Non-Plasmablasts
-5.928,6.1142,Non-Plasmablasts
3.2257,1.7286,CD4/Tem
2.6568,-12.207,CD8/Tnaive/Tn
-8.0798,3.1965,Non-Plasmablasts
-4.4484,-8.8212,NK cells
-5.0454,-2.1128,Monocytes
-7.8045,3.9249,Non-Plasmablasts
-6.9744,5.2697,Non-Plasmablasts
-3.0878,-9.5782,NK cells
8.8785,5.6251,CD4/Tcm
-7.7318,5.4108,Non-Plasmablasts
-10.422,-3.7837,Neutrophils
-7.4896,7.2152,Non-Plasmablasts
-6.0362,7.7915,Non-Plasmablasts
-3.019,-5.6174,NK cells
3.5136,-8.9883,CD8/Tcm
-7.7923,2.6185,Non-Plasmablasts
-6.6414,2.8432,Non-Plasmablasts
-3.3042,-8.1608,NK cells
2.2063,-7.9325,CD8/Temra
3.1992,-6.7475,CD8/Tem
-9.9275,-5.0273,Neutrophils
-6.0543,7.3023,Non-Plasmablasts
-10.676,-3.6629,Neutrophils
4.6258,-9.1245,CD8/Tem
-3.434,-5.6818,NK cells
4.5983,-6.697,CD8/Tcm
5.152,1.0771,CD4/Tem
1.6298,-6.7069,CD8/Tem
-7.43,4.3,Non-Plasmablasts
3.8576,1.0611,CD4/Tem
4.4379,-11.196,CD8/Tnaive/Tn
5.3044,0.030213,CD4/Tem
-7.6957,6.6117,Non-Plasmablasts
-9.4386,-6.2066,Neutrophils
-7.7555,5.0737,Non-Plasmablasts
-2.5051,-9.4301,NK cells
2.9351,3.3132,Neutrophils
4.5652,-7.861,CD8/Tem
4.1815,-12.495,CD8/Tnaive/Tn
-7.8179,3.3874,Non-Plasmablasts
-3.457,-9.279,NK cells
5.6938,1.7248,CD4/Tcm
-6.4474,6.7816,Non-Plasmablasts
1.8536,-6.7331,CD8/Tem
-8.0834,5.9383,Non-Plasmablasts
-1.9345,0.16681,Plasmablasts
4.6736,0.84759,CD4/Tem
-4.9615,-2.2942,Monocytes
-2.4729,-8.8124,NK cells
3.2166,-9.0074,CD8/Temra
3.1108,-7.7765,CD8/Tem
-7.4691,3.6147,Non-Plasmablasts
-7.2714,5.02,Non-Plasmablasts
5.0029,2.1034,CD4/Tcm
-7.2179,4.7794,Non-Plasmablasts
3.6354,-11.013,CD8/Tnaive/Tn
4.1048,-7.1475,CD8/Tem
-10.73,-5.2459,Neutrophils
1.5868,-8.73,CD8/Temra
7.5816,0.90996,CD4/Tcm
-3.2833,-5.9833,NK cells
4.1695,0.5128,CD4/Tem
-4.9857,-2.3436,Monocytes
-2.9372,-5.7805,NK cells
-9.2521,-4.3727,Neutrophils
-5.6707,4.0521,Non-Plasmablasts
-7.4202,2.961,Non-Plasmablasts
-6.2107,6.7221,Non-Plasmablasts
5.5735,7.3488,CD4/Tnaive/Tn
-3.9116,-9.1529,NK cells
-6.8267,4.821,Non-Plasmablasts
9.5055,3.6035,CD4/Tem
-6.4955,6.9593,Non-Plasmablasts
4.2317,3.7478,CD4/Tcm
-5.5703,6.6123,Non-Plasmablasts
-5.394,-1.9616,Monocytes
-3.5487,-5.439,NK cells
-5.9129,6.935,Non-Plasmablasts
-4.2042,3.2158,Non-Plasmablasts
4.6096,-6.8658,CD8/Tem
5.5176,3.7093,CD4/Tcm
-3.5376,-7.841,NK cells
-10.483,-6.6209,Neutrophils
-7.464,5.6212,Non-Plasmablasts
-4.1157,-9.02,NK cells
-1.77,-5.8443,NK cells
3.7822,1.871,CD4/Tcm
-10.468,-4.9511,Neutrophils
-9.5933,-4.5375,Neutrophils
-6.3981,7.1512,Non-Plasmablasts
-7.4569,7.4103,Non-Plasmablasts
-6.5535,8.7514,Non-Plasmablasts
-8.1667,4.323,Non-Plasmablasts
-8.4844,5.9292,Non-Plasmablasts
-7.9083,2.5951,Non-Plasmablasts
-5.6445,4.767,Non-Plasmablasts
-8.1421,4.1302,Non-Plasmablasts
-6.6766,4.7247,Non-Plasmablasts
-7.5276,4.2146,Non-Plasmablasts
-5.9993,4.5933,Non-Plasmablasts
-7.3609,4.4989,Non-Plasmablasts
-7.2561,5.7566,Non-Plasmablasts
-3.8148,-6.2784,NK cells
-5.2644,-2.1281,Monocytes
5.494,4.9775,CD4/Tcm
-4.7682,-2.1817,Monocytes
-6.8546,4.5888,Non-Plasmablasts
-2.5903,-8.5482,NK cells
-4.4883,-2.5014,Monocytes
4.039,0.46683,CD4/Tem
-6.6059,8.0407,Non-Plasmablasts
2.6785,4.2086,CD4/Tcm
-4.7187,-7.9499,NK cells
-5.4412,5.4072,Non-Plasmablasts
-2.9505,-8.3867,NK cells
-10.568,-6.0318,Neutrophils
3.0698,-12.525,CD8/Tnaive/Tn
-7.1362,2.1513,Non-Plasmablasts
-7.7445,5.0085,Non-Plasmablasts
-2.2177,1.3059,Non-Plasmablasts
-8.3675,3.5157,Non-Plasmablasts
-10.339,-5.935,Neutrophils
6.9693,0.60492,CD4/Tcm
4.5921,3.3656,CD4/Tcm
-4.5315,-7.9973,NK cells
-2.2738,-8.9587,NK cells
-2.3995,1.2313,Plasmablasts
5.8053,6.3961,CD4/Tcm
4.6937,3.382,CD4/Tcm
-2.8336,-8.0499,NK cells
-3.316,-6.2636,NK cells
-2.9368,-8.7432,NK cells
4.289,3.4205,CD4/Tcm
-8.143,2.879,Non-Plasmablasts
-7.2281,3.4268,Non-Plasmablasts
8.7453,2.0955,CD4/Tem
8.178,5.7117,CD4/Tcm
-6.6113,6.767,Non-Plasmablasts
8.4642,5.139,CD4/Tcm
-10.102,-4.5511,Neutrophils
5.8486,2.9026,CD4/Tcm
-3.0408,-9.3864,NK cells
-4.0766,-6.4897,NK cells
-8.1218,5.7451,Non-Plasmablasts
-8.8509,4.7566,Non-Plasmablasts
4.7478,2.7182,CD4/Tcm
3.5336,-7.699,CD8/Tem
-8.3833,4.2215,Non-Plasmablasts
5.0905,1.9965,CD4/Tem
5.4827,8.056,CD4/Tnaive/Tn
-5.4197,4.4177,Non-Plasmablasts
-5.6669,7.3869,Non-Plasmablasts
8.3133,0.87386,CD4/Tem
6.841,2.148,CD4/Tcm
-8.0514,2.6162,Non-Plasmablasts
-4.8806,-8.9856,NK cells
-6.2014,3.9345,Non-Plasmablasts
-10.378,-4.2117,Neutrophils
-3.6,-5.3828,NK cells
-11.029,-5.0014,Neutrophils
-5.5655,-2.4329,Monocytes
-7.5868,4.7624,Non-Plasmablasts
-5.9964,3.6856,Non-Plasmablasts
-4.5863,-8.7126,NK cells
-8.3019,6.2775,Non-Plasmablasts
-2.7113,-5.6621,NK cells
-5.0462,6.5319,Non-Plasmablasts
-4.9602,-2.7901,Monocytes
-5.9437,3.6997,Non-Plasmablasts
4.2946,1.1568,CD4/Tcm
7.998,0.24066,CD4/Tem
-2.4407,-6.7794,NK cells
-10.022,-6.1305,Neutrophils
-4.9197,6.8867,Non-Plasmablasts
-2.763,-8.3496,NK cells
-8.5169,3.4636,Non-Plasmablasts
5.2135,0.22032,CD4/Tem
-5.7395,3.4654,Non-Plasmablasts
3.8091,-11.037,CD8/Tnaive/Tn
-3.6202,-8.0944,NK cells
6.6312,0.27125,CD4/Tem
1.426,-6.5217,CD8/Tem
-7.3158,7.2038,Non-Plasmablasts
4.3992,-9.7921,CD8/Tnaive/Tn
-7.2163,6.887,Non-Plasmablasts
8.7795,3.8584,CD4/Tcm
-2.8401,-8.9108,NK cells
-6.5203,6.3577,Non-Plasmablasts
5.362,7.8664,CD4/Tnaive/Tn
-7.1026,2.5692,Non-Plasmablasts
-7.2217,5.2759,Non-Plasmablasts
8.2912,0.90921,CD4/Tem
-3.9242,-1.9402,CD8/Tcm
4.661,2.3283,CD4/Tcm
5.2983,8.934,CD4/Tnaive/Tn
-7.4983,5.1625,Non-Plasmablasts
5.4399,3.4962,CD4/Tcm
3.5048,-8.0579,CD8/Temra
5.7735,1.0326,CD4/Tem
-10.288,-6.2285,Neutrophils
10.496,2.693,CD4/Tcm
-5.3583,5.4083,Non-Plasmablasts
-5.8333,6.4541,Non-Plasmablasts
-3.8173,-8.5349,NK cells
4.8818,8.7775,CD4/Tnaive/Tn
5.3624,3.4013,CD4/Tcm
10.027,4.4059,CD4/Tem
-6.0524,6.6162,Non-Plasmablasts
-2.0951,0.76604,Plasmablasts
3.6318,1.167,CD4/Tem
5.9398,2.203,CD4/Tcm
8.8713,1.4252,CD4/Tem
-4.7113,5.5679,Non-Plasmablasts
-10.566,-3.1675,Neutrophils
-4.3753,-1.8608,Monocytes
5.0566,0.30291,CD4/Tem
-4.095,-9.0508,NK cells
-1.9142,0.2054,Plasmablasts
-8.0346,3.2521,Non-Plasmablasts
4.2666,-6.964,CD8/Tem
3.7925,-7.2081,CD8/Tem
1.7533,-8.481,CD8/Tem
-10.903,-4.6624,Neutrophils
-8.2816,2.8241,Non-Plasmablasts
-7.2358,7.1003,Non-Plasmablasts
-6.4917,7.3523,Non-Plasmablasts
4.0459,-13.314,CD8/Tnaive/Tn
-3.0258,-8.4096,NK cells
-10.884,-4.0056,Neutrophils
-4.2753,-8.8268,NK cells
-7.3419,5.834,Non-Plasmablasts
-7.2283,4.7935,Non-Plasmablasts
-10.653,-6.311,Neutrophils
-2.5525,0.39377,Plasmablasts
5.2687,0.11859,CD4/Tem
7.9537,0.86851,CD4/Tcm
3.5589,-8.7788,CD8/Tem
-7.6958,4.6943,Non-Plasmablasts
-6.65,5.2344,Non-Plasmablasts
7.7861,5.4297,CD4/Tcm
-4.0403,-9.3227,NK cells
-9.3558,-5.2829,Neutrophils
-8.3534,5.1039,Non-Plasmablasts
-7.727,3.2857,Non-Plasmablasts
-4.1534,-2.7718,Monocytes
4.7499,3.7977,CD4/Tcm
-9.0295,-4.6029,Neutrophils
-7.271,1.8201,Non-Plasmablasts
-1.6294,1.3928,Plasmablasts
-8.0178,3.9871,Non-Plasmablasts
-10.54,-6.4737,Neutrophils
-2.5699,-9.3134,NK cells
-3.7718,6.2193,Non-Plasmablasts
0.64062,-6.2494,NK cells
-3.5293,-5.8245,NK cells
-3.7218,-8.9062,NK cells
1.5353,-8.7434,CD8/Temra
-8.7302,-6.1636,Eosinophils
6.1727,1.1993,CD4/Tem
-10.111,-5.7901,Neutrophils
5.9548,6.7821,CD4/Tnaive/Tn
-2.7767,-8.1523,NK cells
6.3444,-8.0015,CD8/Tem
-3.802,-6.4117,NK cells
4.1474,-11.086,CD8/Tcm
-9.4453,-5.7262,Neutrophils
-11.141,-4.7379,Neutrophils
-3.8137,-6.2789,NK cells
5.7856,8.7554,CD4/Tnaive/Tn
-3.0066,-9.2626,NK cells
4.6536,7.3044,CD4/Tnaive/Tn
-5.6126,6.1533,Non-Plasmablasts
4.3866,3.329,CD4/Tcm
-7.3975,5.6078,Non-Plasmablasts
-6.4907,1.5257,Non-Plasmablasts
3.8809,-12.163,CD8/Tnaive/Tn
-11.046,-5.088,Neutrophils
-3.8654,-9.5607,NK cells
3.5861,0.80734,CD4/Tem
3.3941,-10.988,CD8/Tnaive/Tn
-5.2608,-3.1738,Immature granulocytes
-9.4572,-4.0787,Neutrophils
5.8,2.4404,CD4/Tcm
-7.4989,2.2704,Non-Plasmablasts
3.137,-7.9258,CD8/Temra
-10.951,-3.5432,Neutrophils
-2.6,-9.6513,NK cells
-11.047,-3.067,Neutrophils
-3.7436,-7.8555,NK cells
4.3132,-7.6194,CD8/Tem
-9.3879,-4.7145,Neutrophils
-2.9251,-9.6593,NK cells
-9.6989,-2.3736,Neutrophils
-5.7176,8.2444,Non-Plasmablasts
-7.538,6.4359,Non-Plasmablasts
-4.4673,6.6717,Non-Plasmablasts
3.4687,-8.1828,CD8/Temra
-9.7262,-6.3837,Neutrophils
-4.1567,-8.9823,NK cells
3.9055,-12.108,CD8/Tnaive/Tn
5.6771,-6.5119,CD8/Tem
5.1978,8.3253,CD4/Tnaive/Tn
3.0218,-6.904,CD8/Tem
-6.7371,1.9326,Non-Plasmablasts
5.2473,8.0403,CD4/Tnaive/Tn
-5.4459,-2.3532,Monocytes
10.342,4.3084,CD4/Tem
2.765,-7.5227,CD8/Tem
1.8397,-6.8813,CD8/Temra
-3.3627,-9.5521,NK cells
-5.9681,5.3359,Non-Plasmablasts
3.9825,-11.247,CD8/Tnaive/Tn
-8.601,4.5064,Non-Plasmablasts
-10.764,-4.895,Neutrophils
-7.6366,5.5821,Non-Plasmablasts
-3.6486,-8.906,NK cells
-6.3093,5.4308,Non-Plasmablasts
5.6849,7.2435,CD4/Tnaive/Tn
-7.8462,2.6126,Non-Plasmablasts
-3.9592,-8.6664,NK cells
-2.9927,-7.9425,NK cells
-5.5226,7.2638,Non-Plasmablasts
-9.4141,-4.34,Neutrophils
-2.5591,0.4211,Plasmablasts
-6.2267,7.1292,Non-Plasmablasts
-4.2359,6.6498,Non-Plasmablasts
1.8468,-7.0398,CD8/Tem
-7.6315,2.3412,Non-Plasmablasts
-4.6437,5.4892,Non-Plasmablasts
-4.3966,-2.7827,Monocytes
-7.4035,3.1502,Non-Plasmablasts
-7.95,3.8918,Non-Plasmablasts
-1.8201,-5.9739,NK cells
3.9112,1.5935,CD4/Tcm
-2.7132,-9.1391,NK cells
-8.0124,7.4331,Non-Plasmablasts
-2.7229,-8.4527,NK cells
-2.8794,-1.9885,Monocytes
-5.8552,5.0676,Non-Plasmablasts
5.9525,-6.4926,CD8/Tem
-3.7465,-6.4946,NK cells
5.4415,1.2147,CD4/Tem
-5.7969,5.8877,Non-Plasmablasts
-4.3385,-8.0173,NK cells
-2.8431,-9.5109,NK cells
-1.9005,2.0608,Plasmablasts
-6.29,2.9318,Non-Plasmablasts
5.3471,-7.5118,CD8/Tem
-8.229,4.1368,Non-Plasmablasts
6.9689,7.5235,CD4/Tnaive/Tn
5.366,7.827,CD4/Tnaive/Tn
7.9819,0.35105,CD4/Tcm
-5.138,-8.6502,NK cells
-7.2702,4.6842,Non-Plasmablasts
-2.2666,1.1473,Plasmablasts
-10.826,-4.9946,Neutrophils
-3.1841,-8.9409,NK cells
-2.6643,-8.3665,NK cells
-8.2095,4.4695,Non-Plasmablasts
-7.2184,6.1607,Non-Plasmablasts
5.919,-6.4833,CD8/Tem
6.7222,0.49561,CD4/Tem
-5.8278,5.4703,Non-Plasmablasts
-2.5593,-9.2832,NK cells
5.2835,0.60847,CD4/Tem
-3.7233,-6.1351,NK cells
-6.9915,6.3576,Non-Plasmablasts
-10.89,-3.8663,Neutrophils
-1.6818,2.2063,Plasmablasts
3.2101,-7.376,CD8/Tem
3.9073,-7.1701,CD8/Tem
5.2123,-6.1087,CD8/Tem
-8.2413,6.5479,Non-Plasmablasts
-7.1497,6.0976,Non-Plasmablasts
-1.7982,-6.2582,NK cells
-7.3593,7.0564,Non-Plasmablasts
-3.1518,-8.4998,NK cells
4.3711,-6.8814,CD8/Tem
3.7328,-7.5642,CD8/Tem
-9.337,-4.6926,Neutrophils
-4.8466,-1.7412,Monocytes
3.8319,-7.2191,CD8/Tem
-6.2482,8.349,Non-Plasmablasts
-7.4561,3.2338,Non-Plasmablasts
-3.9965,-6.3633,NK cells
-8.3158,3.2296,Non-Plasmablasts
-2.2524,1.6377,Plasmablasts
-7.2305,3.132,Non-Plasmablasts
-7.1028,5.3969,Non-Plasmablasts
-5.7864,7.8192,Non-Plasmablasts
-7.6571,3.4813,Non-Plasmablasts
-5.5096,3.9392,Non-Plasmablasts
5.8475,-5.9826,CD8/Tem
2.5541,-7.8388,CD8/Temra
4.756,7.9799,CD4/Tnaive/Tn
-4.5145,6.3468,Non-Plasmablasts
4.7024,-7.1963,CD8/Tem
-3.6448,-6.4966,NK cells
-5.6316,7.2136,Non-Plasmablasts
-5.2536,-2.4482,Monocytes
-2.4499,-7.304,Non-Plasmablasts
-7.174,8.1857,Non-Plasmablasts
4.8118,-12.174,CD8/Tnaive/Tn
-7.1048,3.5424,Non-Plasmablasts
4.2316,-6.9277,CD8/Tem
-10.634,-3.5293,Neutrophils
-5.1421,6.0025,Non-Plasmablasts
-8.3689,3.2018,Non-Plasmablasts
-7.6985,5.3068,Non-Plasmablasts
-4.368,6.8325,Non-Plasmablasts
-7.9661,6.4297,Non-Plasmablasts
5.0323,3.7037,CD4/Tcm
-7.1509,5.0031,Non-Plasmablasts
-10.446,-5.1127,Neutrophils
-7.5836,4.2917,Non-Plasmablasts
1.2644,-8.6213,CD8/Temra
-5.0914,-2.5913,Monocytes
1.9268,-6.5921,CD8/Tem
5.9677,7.2804,CD4/Tnaive/Tn
-5.1149,-3.0801,Monocytes
2.6425,-12.596,CD8/Tnaive/Tn
7.8164,1.6915,CD4/Tcm
-5.3412,5.5227,Non-Plasmablasts
-1.2836,1.3025,Plasmablasts
-3.2503,-2.1193,Monocytes
-7.1558,4.961,Non-Plasmablasts
3.8716,0.58824,CD4/Tem
4.1944,-7.2343,CD8/Tem
5.7136,7.9459,CD4/Tnaive/Tn
2.0312,-6.9199,CD8/Temra
1.8345,-8.6014,CD8/Tem
4.2861,-6.4689,CD8/Tem
-5.9663,3.844,Non-Plasmablasts
-4.6653,-8.3892,NK cells
4.0306,0.11875,CD4/Tem
4.3356,1.1728,CD4/Tem
-5.1651,6.6473,Non-Plasmablasts
-6.5438,7.9599,Non-Plasmablasts
4.5554,0.21503,CD4/Tem
-7.3273,3.95,Non-Plasmablasts
-2.902,-8.615,NK cells
5.7869,5.2529,CD4/Tcm
5.7846,-7.5625,CD8/Tem
1.8646,-6.6794,CD8/Tem
2.5919,-7.7631,CD8/Tem
3.7591,-12.983,CD8/Tnaive/Tn
-3.8333,-7.9552,NK cells
-7.8503,2.7972,Non-Plasmablasts
-10.458,-4.4526,Neutrophils
-3.856,-8.0029,NK cells
2.686,-11.653,CD8/Tnaive/Tn
3.9768,-7.6626,CD8/Tem
-7.4344,7.1225,Non-Plasmablasts
-3.1185,-8.3794,NK cells
-6.7658,6.9215,Non-Plasmablasts
-7.3153,2.0164,Non-Plasmablasts
-10.272,-3.7148,Neutrophils
-6.9108,2.2797,Non-Plasmablasts
-1.4945,1.859,DCs
1.9295,-8.0436,CD8/Tem
4.3372,0.60145,CD4/Tcm
3.0613,-13.289,CD8/Tnaive/Tn
-2.4983,-3.2941,NK cells
4.5762,0.657,CD4/Tem
-5.8164,2.9452,Non-Plasmablasts
4.0085,0.52653,CD4/Tem
-8.61,5.8803,Non-Plasmablasts
5.4826,-6.2586,CD8/Tem
-10.635,-4.2375,Neutrophils
3.8521,-12.052,CD8/Tnaive/Tn
2.535,-7.2217,CD8/Tem
-7.8581,3.4951,Non-Plasmablasts
-5.6387,5.6779,Non-Plasmablasts
-6.762,5.3993,Non-Plasmablasts
-2.4218,-8.3188,NK cells
-10.773,-5.704,Neutrophils
5.59,1.1135,CD4/Tem
9.0154,1.4599,CD4/Tem
6.7613,0.26364,CD4/Tem
-4.4617,7.0571,Non-Plasmablasts
-5.8389,5.5775,Non-Plasmablasts
-6.5835,3.0557,Non-Plasmablasts
-4.6127,6.2912,Non-Plasmablasts
-4.6239,7.3174,Non-Plasmablasts
-6.2989,7.6718,Non-Plasmablasts
-9.285,-4.074,Neutrophils
3.0304,-8.2311,CD8/Temra
-9.799,-4.4406,Neutrophils
9.4981,4.906,CD4/Tem
-8.9532,-4.9736,Neutrophils
5.5387,-7.7139,CD8/Tem
-2.6238,-9.2688,NK cells
4.288,-7.1066,CD8/Tem
3.407,-8.1979,CD8/Temra
-4.1815,-1.0698,Non-Plasmablasts
-5.5159,3.2264,Non-Plasmablasts
4.1445,-8.1717,CD8/Tem
-8.0019,6.1174,Non-Plasmablasts
4.4749,7.2474,CD4/Tnaive/Tn
2.5908,-8.1549,CD8/Temra
4.0394,-8.0021,CD8/Tem
4.4579,-8.2767,CD8/Tem
-8.5118,5.3416,Non-Plasmablasts
-7.4897,4.786,Non-Plasmablasts
-9.9917,-6.4814,Neutrophils
5.3691,1.2201,CD4/Tem
-8.0581,2.6629,Non-Plasmablasts
-1.7953,1.6887,Plasmablasts
-11.078,-3.042,Neutrophils
-3.059,-1.8477,Monocytes
4.8527,3.3186,CD4/Tcm
-10.71,-5.2803,Neutrophils
-2.4498,-6.2898,NK cells
-3.3868,-7.4528,NK cells
-8.7863,6.528,Non-Plasmablasts
8.1134,0.89747,CD4/Tem
4.591,1.2706,CD4/Tcm
-10.688,-6.3622,Neutrophils
-3.2598,-9.5014,NK cells
1.4584,-7.5783,CD8/Temra
-4.3861,-9.113,NK cells
4.8713,8.5922,CD4/Tnaive/Tn
-8.7318,6.4775,Non-Plasmablasts
-4.3747,-8.9491,NK cells
4.2667,-0.033797,CD4/Tem
-6.5978,2.9742,Non-Plasmablasts
-10.336,-5.3176,Neutrophils
-5.4861,4.2126,Non-Plasmablasts
-5.362,4.7997,Non-Plasmablasts
-6.4116,7.6081,Non-Plasmablasts
3.9389,-7.3158,CD8/Tem
4.4478,-7.8455,CD8/Tem
-4.2458,-7.7914,NK cells
-3.2537,-9.0058,NK cells
-5.3172,7.0288,Non-Plasmablasts
-6.2064,6.6465,Non-Plasmablasts
